prostor,lastnost,vrednost,št. sklicev,opis
S000089,P000009,True,1,"

See item #6 for space #91 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000089,P000021,False,1,"

Asserted in the General Reference Chart for space #91 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000089,P000028,False,1,"

Asserted in the General Reference Chart for space #91 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000089,P000029,False,1,"

Asserted in the General Reference Chart for space #91 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000089,P000031,False,1,"

The {P31} property is hereditary with respect to closed sets.  And the space contains as a closed subspace a copy of {S35}, which is not {P31}.
"
S000089,P000032,False,1,"

The {P32} property is hereditary with respect to closed sets.  And the space contains as a closed subspace a copy of {S79}, which is not {P32}.
"
S000089,P000048,True,1,"

See item #7 for space #91 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000089,P000050,False,1,"

See item #7 for space #91 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000089,P000051,True,1,"

See item #7 for space #91 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000089,P000114,True,1,"

By construction.
"
S000090,P000005,True,1,"

See item #3 for space #92 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000090,P000013,False,1,"

Asserted in the General Reference Chart for space #92 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000090,P000016,False,1,"

Asserted in the General Reference Chart for space #92 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000090,P000040,False,1,"

Asserted in the General Reference Chart for space #92 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000090,P000060,True,1,"

If $x,y \in X$ and $\lambda = \Gamma(x,y)$ then $\psi(a^+_\lambda)=x$ and  $\psi(a^-_\lambda)=y$. But $\hat{f}$ is continuous on $A$ and hence on $A_\lambda$ so $\hat{f}(a^+_\lambda) = \hat{f}(a^-_\lambda)$, whence $f(x) = f(\psi(a^+_\lambda)) = \hat{f}(a^+_\lambda) = \hat{f}(a^-_\lambda) = f(\psi(a^-_\lambda)) = f(y)$.

See item #5 for space #92 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000090,P000114,True,1,"

By construction.
"
S000090,P000129,False,0,"

The space is non-trivial by definition.
"
S000091,P000006,True,1,"

See item #1 for space #93 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000091,P000007,False,1,"

See item #2 for space #93 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000091,P000022,False,1,"

Asserted in the General Reference Chart for space #93 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000091,P000024,True,1,"

Asserted in the General Reference Chart for space #93 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000091,P000028,False,1,"

Asserted in the General Reference Chart for space #93 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000091,P000029,False,1,"

Asserted in the General Reference Chart for space #93 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000091,P000031,True,1,"

Asserted in the General Reference Chart for space #93 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000091,P000032,False,1,"

Asserted in the General Reference Chart for space #93 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000091,P000049,False,1,"

Asserted in the General Reference Chart for space #93 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000091,P000050,True,1,"

See item #1 for space #93 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000091,P000051,True,1,"

Asserted in the General Reference Chart for space #93 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000091,P000065,True,1,"

The space's cardinality is bounded between $|(0,1)|=\mathfrak c$ and $|\mathbb R^2|=\mathfrak c$.
"
S000091,P000129,False,0,"

The space is non-trivial by definition.
"
S000091,P000162,False,1,"

See {{mathse:4732529}}."
S000092,P000003,True,1,"

Asserted in the General Reference Chart for space #94 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000092,P000009,False,1,"

See item #4 for space #94 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000092,P000011,True,1,"

Asserted in the General Reference Chart for space #94 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000092,P000065,True,0,"

By construction, as {S91|P65} and this space is formed from a countable number of copies of it.
"
S000093,P000016,True,1,"

The weak parallel line topology is an order topology which is complete and thus compact.

See item #4 for space #95 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000093,P000026,True,1,"

See item #5 for space #95 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000093,P000027,False,1,"

See item #5 for space #95 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000093,P000050,True,1,"

See item #6 for space #95 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000093,P000065,True,1,"

By construction.
"
S000093,P000133,True,1,"

The topology induced by the lexicographical ordering coincides with the topology described in the definition. 

See example 95 of {{doi:10.1007/978-1-4612-6290-9}}.
"
S000094,P000010,False,1,"

Asserted in the General Reference Chart for space #96 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000094,P000011,False,1,"

$A$ is a closed subset which does not include $(0,1)$. If $U$ is an open neighborhood of $(0,1)$, and $V \supset A$ is open, then there is a $b > 0$ such that $\{ (x,1) : 0 \leq x < b \} \subseteq U$. As $( \frac{b}{2} , 0 ) \in V$ there is an $a < \frac{b}{2}$ such that $\{ (x,0) : a < x \leq \frac{b}{2} \} \cup \{ (x,1) : a < x < \frac{b}{2} \} \subseteq V$. But then $(x,1) \in U \cap V$ for all $a < x < \frac{b}{2}$.

See item #2 for space #96 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000094,P000017,False,1,"

See item #5 for space #96 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000094,P000018,True,1,"

See item #5 for space #96 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000094,P000026,True,1,"

See item #5 for space #96 in {{doi:10.1007/978-1-4612-6290-9_6}}.
$\{ (x,1) : x \in \mathbb{Q}, 0 \leq x < 1 \}$ is a countable dense subset.
"
S000094,P000027,False,1,"

See item #5 for space #96 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000094,P000028,True,1,"

See item #5 for space #96 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000094,P000031,True,1,"

Asserted in the General Reference Chart for space #96 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000094,P000048,True,1,"

See item #3 for space #96 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000094,P000049,False,1,"

See item #8 for space #96 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000094,P000051,False,1,"

See item #7 for space #96 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000094,P000065,True,1,"

The space is the union of two subintervals of $\mathbb R$.
"
S000094,P000068,False,0,"

It is easy to check being {P68} passes to closed subspaces and coarser topologies. Note that the subset
$\{(x,0): \frac{1}{2}\leq x \leq 1\}$ is closed, and the topology on it is homeomorphic to a topology finer than
{S158}. As {S158|P68}, the result follows.
"
S000094,P000129,False,0,"

The space is non-trivial by definition.
"
S000095,P000003,True,1,"

We will prove that the Concentric Circles Topology is $T_2$ by cases. There are four cases.
Case one both a and b are on $C_1$ thus if we find the radial distance from a to b on $C_1$ and then take half the distance and call that distance $\epsilon$ the create $V_{\epsilon}(a)$ and $V_{\epsilon}(b)$ these two sets are disjoint and and open on $C_1$ when also projected onto $C_2$.
Case two a is on $C_1$ and b is the radial projection of a onto $C_2$. find any open set on $C_1 $ where a is the midpoint and the set containing b on $C_2$ these two sets are disjoint and open.
Case three a is on $C_1$ and b is not the radial midpoint of a onto $C_2$. first we find the pre-image j of b in $C_1$ find the radial distance between a and j then multiply that by two and call that $\epsilon$ the take the epsilon neighborhood around j and the set containing b on $C_2$ these are two disjoint open sets containing a and b respectively.
Case four both a and b are on $C_2$ this is trivial and just take the sets only conaining a and b respectively.
Therefore the concentric circles Topology is $T_2$.

Asserted in the General Reference Chart for space #97 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000095,P000014,True,1,"

Given Separated sets $A$ and $B$, now see that $O_A = A \cap C_1$ and $O_B = B \cap C_1$ are subsets of $\mathbb{R}^2$ and since $O_A$ and $O_B$ are separated thus we can find disjoint neighborhoods in $\mathbb{R}^2$ $U_A$ and $U_B$ in $C_1$ respectively. Now given any point a in $O_A$, a has an open set $U_a$ which is disjoint from B and can be chosen such that $U_a \cap C_1 \subset U_A$ and similarly for any point b in $B \cap C_1$ we can find a disjoint open set $U_b$ from $A$ and $U_b \cap C_1 \subset U_B$. Now since $A \cap C_2$ and $B \cap C_2$ are open we can get open sets $(A \cap C_2) \cup (\bigcup\limits_{a \in A} U_a)$ and $(B \cap C_2) \cup (\bigcup\limits_{b \in B} U_b)$ which are disjoint and contain $A$ and $B$ respectively.

See item #2 for space #97 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000095,P000015,False,1,"


Asserted in the General Reference Chart for space #97 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000095,P000016,True,1,"

To prove the concentric circles is compact then it is sufficient to prove that $C_1$ is Compact. We know that $C_1 \subset \mathbb{R}^2$ thus by the Heine-Borel Theorem of Higher Order Reals we must only show that $C_2$ is closed and bounded in $\mathbb{R}^2$. To show $C_1$ is bounded we can see that the distance from $(0,0)$ in $\mathbb{R}^2$ is equal to $1$ thus $C_1$ is bounded by $1$. To show that $C_1$ is closed it is enough to show that the complement of $C_1$ is open thus we will construct the complement of $C_1$ since $C_1 = \left\{x \in \mathbb{R}^2 : |x| = 1 \right\}$ thus

$C_1 {}^c = \left\{x \in \mathbb{R}^2 : |x| < 1 \right\} \cup \left\{x \in \mathbb{R}^2 : |x| > 1 \right\}$

which are open sets in $\mathbb{R}^2$ therefore $C_1$ is compact. Thus the Concentric Circles Topology is compact.

See item #3 for space #97 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000095,P000020,True,1,"

See item #4 for space #97 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000095,P000026,False,1,"

See item #6 for space #97 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000095,P000027,False,1,"

As each $x \in C_2$ is isolated, any base for $X$ must contain all singletons $\{ x \}$ for $x \in C_2$. As $C_2$ is uncountable, $X$ has no countable base.

See item #5 for space #97 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000095,P000028,True,1,"

See item #5 for space #97 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000095,P000029,False,1,"

Asserted in the General Reference Chart for space #97 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000095,P000036,False,1,"

Since concentric circles are Hausdorff, singletons are closed. Any singleton in $C_2$ is also open. Therefore the space is disconnected.

Asserted in the General Reference Chart for space #97 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000095,P000041,False,1,"

Asserted in the General Reference Chart for space #97 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000095,P000046,False,1,"

Asserted in the General Reference Chart for space #97 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000095,P000065,True,1,"

As each circle has cardinality $\mathfrak c$, the union of the two also has cardinality $\mathfrak c$.
"
S000095,P000068,False,0,"

It is easy to check being {P68} passes to closed subspaces. Since $C_1$ is a closed subspace which is
homeomorphic to {S170} and {S170|P68}, the result follows.
"
S000095,P000129,False,0,"

The space is non-trivial by definition.
"
S000095,P000139,True,0,"

Every point of $C_2$ is an isolated point.
"
S000096,P000002,True,1,"

See item #2 for space #98 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000096,P000023,False,1,"

See item #6 for space #98 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000096,P000028,False,1,"

Suppose $U_n$ is a countable family of local neighbourhoods for $1$. For every $n$ pick some number $a_n \in U_n$ with  $a_n > 10^n$. Then define $A = \{a_n: n \in \omega\}$, which has density $0$, so $\{1\} \cup \mathbb{N}\setminus A$ is a neighbourhood of $1$ that contains no $U_n$.

See item #5 for space #98 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000096,P000049,False,1,"

Let $A$ be the even numbers $>1$, $B$ the odd numbers $>1$. Both are open and $1$ is in the closure of both (every set of density $1$ intersects loads of even and odd numbers).

See item #9 for space #98 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000096,P000057,True,1,"

This is true by definition (defined on the integers).

See item #4 for space #98 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000096,P000129,False,0,"

The space is non-trivial by definition.
"
S000096,P000136,True,1,"

Asserted in {{mathse:4566624}}.
"
S000096,P000203,True,0,"

All points but one are isolated by definition.
"
S000097,P000003,False,1,"

See item #1 for space #99 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000097,P000010,True,0,"

The given basis for the space consists of regular open sets:
the closure of a neighborhood of $x$ includes $y$, but not in its
interior; likewise the closure of a neighborhood of $y$ includes $x$,
but not in its interior; and every point in $\omega^2$ is clopen.
"
S000097,P000016,True,1,"

See item #2 for space #99 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000097,P000047,True,1,"

See item #6 for space #99 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000097,P000051,True,1,"

See item #6 for space #99 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000097,P000057,True,1,"

Asserted in the General Reference Chart for space #99 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000097,P000084,True,0,"

The sets $\{x\}\cup\omega^2$ and $\{y\}\cup\omega^2$ are
{P3} and open.
"
S000097,P000100,True,1,"

See item #3 for space #99 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000097,P000187,False,1,"

Note that the {P187} property is hereditary.
So the result follows as the subspace $\omega^2\cup\{x\}$ is homeomorphic to
{S131}
and {S131|P187}.

See {{mathse:4973385}}.
"
S000098,P000003,True,1,"

Asserted in the General Reference Chart for space #100 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000098,P000004,False,1,"

Asserted in the General Reference Chart for space #100 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000098,P000010,True,1,"

See item #2 for space #100 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000098,P000022,True,1,"

Asserted in the General Reference Chart for space #100 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000098,P000027,True,1,"

Asserted in the General Reference Chart for space #100 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000098,P000041,False,1,"

Asserted in the General Reference Chart for space #100 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000098,P000056,False,1,"

Asserted in the General Reference Chart for space #100 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000098,P000057,True,1,"

Asserted in the General Reference Chart for space #100 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000098,P000129,False,0,"

The space is non-trivial by definition.
"
S000099,P000003,True,1,"

See item #1 for space #101 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000099,P000014,False,1,"

See item #3 for space #101 in {{doi:10.1007/978-1-4612-6290-9_6}}.
(Note that the first edition from 1970 erroneously marked this property as true.)
"
S000099,P000016,True,1,"

See item #2 for space #101 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000099,P000020,True,1,"

See item #4 for space #101 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000099,P000028,False,1,"

We will prove that for each $x \in [0,1]$ there doesn't exist countable base at point $(x,x)$. Let's assert opposite, that is, that there exists $x \in [0,1]$ such that there exists countable base $\mathcal{B}=\{B_{n}:n \in \mathbb{N}\}$ at point $(x,x)$. For each $n \in \mathbb{N}$ let $A_{n}= \{x_{0},\dots ,x_k\}$ where $B_n=\{(t,y) \in X: |y-x|<\epsilon , t \notin \{x_0,\dots,x_k\}\}$. Let $A=\bigcup\limits_{n \in \mathbb{N}}A_n$. Then $cardA\leq\aleph_0$.
Suppose $z \in [0,1]$ is an arbitrary element.Then $U=([0,1]\setminus z)\times[0,1]$ is an open set which contains $(x,x)$. So there exists $B \in \mathcal{B}$ such that $ (x,x) \in B \subseteq U$.That implies $z\notin B$ so it must be $z \in A_n\subseteq A$. We conclude $[0,1]\subseteq A$,but that is contradiction with $card[0,1]=\mathfrak{c}>cardA=\aleph_0$.

See item #4 for space #101 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000099,P000029,False,1,"

Asserted in the General Reference Chart for space #101 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000099,P000038,True,1,"

See item #5 for space #101 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000099,P000041,False,1,"

See item #5 for space #101 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000099,P000065,True,0,"

By construction, as $| [0,1] \times [0,1] | = \mathfrak{c} \cdot \mathfrak{c} = \mathfrak{c}$.
"
S000099,P000086,False,0,"

Points on the diagonal don't have a countable local base, but points off the diagonal do. (See {S99|P28}.)
"
S000100,P000001,True,1,"

See {{mathse:5001004}}.
"
S000100,P000027,True,1,"

See {{mathse:5001004}}.
"
S000100,P000039,True,1,"

See {{mathse:5001004}}.
"
S000100,P000040,True,1,"

See {{mathse:5001004}}.
"
S000100,P000056,True,1,"

See {{mathse:5001004}}.
"
S000100,P000086,False,1,"

The order $\le$ on elements of $X$ is determined by the topology, as it coincides with the specialization order:
$x\le y$ iff $x\subseteq\overline{\{y\}}$.

The element $x_1\in X$ with length $l(x_1)=-1$ and range $\{0\}$ has a single immediate successor for that order, namely, the element with length $0$ and range $\{0\}$.
But for example the element $x_2\in X$ with length $-2$ and range $\{0\}$ has two immediate successors, extending $x_2$ to length $-1$ with two possible values.
"
S000100,P000090,False,1,"

See {{mathse:5001004}}.
"
S000100,P000130,True,1,"

See {{mathse:5001004}}.
"
S000100,P000181,True,0,"

By construction.
"
S000100,P000199,False,1,"

See {{mathse:5001004}}.
"
S000100,P000200,True,1,"

See {{mathse:5001004}}.
"
S000101,P000006,True,1,"

Since $\omega$ is $T_{3\frac{1}{2}}$, so is its products.

Asserted in the General Reference Chart for space #103
in {{doi:10.1007\/978-1-4612-6290-9_6}}.
"
S000101,P000013,False,1,"

Asserted in the General Reference Chart for space #103
in {{doi:10.1007\/978-1-4612-6290-9_6}}.
"
S000101,P000017,False,1,"

Asserted in the General Reference Chart for space #103
in {{doi:10.1007\/978-1-4612-6290-9_6}}.
"
S000101,P000022,False,1,"

Follows as {S2|P22};
see {{mathse:4991560}}.
"
S000101,P000023,False,1,"

Let $x$ be any point and let $U$ be a neighborhood of $x$.  Let $V\subset U$ be a basic open set.  That is, $V$ is a product of subsets of $\mathbb{Z}^+$ which is all of $\mathbb{Z}^+$ in all but finitely many coordinates.  Let $\alpha$ be one of the coordinates where $V$ is all of $\mathbb{Z}^+$ in that coordinate.  Then define for each $n\in \mathbb{Z}^+$ $A_n$ to be the set of all $u\in U$ such that $u_\alpha=n$.  Then we see that the collection $\{A_n\}$ is a covering of $U$ which has no finite subcovering, hence $U$ is not compact.


Asserted in the General Reference Chart for space #103
in {{doi:10.1007\/978-1-4612-6290-9_6}}.
"
S000101,P000026,True,1,"

See item #3 for space #103
in {{doi:10.1007\/978-1-4612-6290-9_6}}.
"
S000101,P000044,False,1,"

Asserted in the General Reference Chart for space #103
in {{doi:10.1007\/978-1-4612-6290-9_6}}.
"
S000101,P000050,True,1,"

Asserted in the General Reference Chart for space #103
in {{doi:10.1007\/978-1-4612-6290-9_6}}.
"
S000101,P000051,False,1,"

Asserted in the General Reference Chart for space #103
in {{doi:10.1007\/978-1-4612-6290-9_6}}.
"
S000101,P000087,True,0,"

The space is a product of spaces satisfying the property: {S2|P87}.
"
S000101,P000140,False,1,"

See {{mathse:4644785}}.
"
S000101,P000163,False,0,"

By construction, as $\aleph_0^{\mathfrak c} = 2^{\mathfrak c} > \mathfrak c$.
"
S000101,P000191,False,0,"

Per definition of product topology, it is easy to see that any nonempty $G_\delta$ set must contain a subset of the form $Y \times \omega^{\mathfrak{c} \setminus I}$ where $I \subset \mathfrak{c}$ is countable and $Y \subset \omega^I$ is nonempty. In particular, no $G_\delta$ set is a singleton.
"
S000102,P000023,False,1,"

Any neighbourhood of a point in $X$ contains a closed copy of {S000003}, so it can't be compact.

See item #4 for space #104 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000102,P000029,False,1,"

The family $\{\{y\}\times \mathbb{R}^\omega : y\in \mathbb{R} \}$ is a partition of $X$ into continuum many pairwise disjoint non-empty open sets.

Asserted in the General Reference Chart for space #104 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000102,P000050,True,1,"

It's a countable product of zero-dimensional spaces (namely all $\mathbb{R}$ in the discrete topology). And any product of zero-dimensional spaces is zero-dimensional.

See item #6 for space #104 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000102,P000055,True,1,"

$X$ is a countable product of discrete spaces, and discrete spaces are completely metrizable. Hence $X$ is completely metrizable.

Asserted in the General Reference Chart for space #104 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000102,P000065,True,1,"

A countable product of sets of continuum cardinality has continuum cardinality as well.

Asserted in the General Reference Chart for space #104 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000102,P000087,True,0,"

$X$ is homeomorphic to a countable product of copies of {S3}. Since {S3|P87} and a product of topological groups is a topological group, it follows that $X$ has a group topology.
"
S000102,P000139,False,1,"

If $x\in X$ were isolated, it would contain a non-empty basic open set $U_1\times ... \times U_n\times \mathbb{R}^\omega$ of $X$, which is impossible.

See item #6 for space #104 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000103,P000006,True,1,"

The product of $T_{3\frac{1}{2}}$ spaces is $T_{3\frac{1}{2}}$.

Asserted in the General Reference Chart for space #105 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000103,P000014,False,1,"

Asserted in the General Reference Chart for space #105 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000103,P000016,True,1,"

$I^I$ is a product of compact spaces and thus is compact.

See item #1 for space #105 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000103,P000020,False,1,"

See item #5 for space #105 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000103,P000026,True,1,"

Continuum-sized product of separable spaces is separable.

Asserted in the General Reference Chart for space #105 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000103,P000028,False,1,"

Let $x\in I^I$ and let $\mathcal{B}$ be a countable collection of open neighborhoods of $x$.  Since each neighborhood is allowed to be a proper subset of $I$ in only finitely many coordinates, it follows that there are only countably many coordinates where some element of $\mathcal{B}$ misses a point of $I$ in that coordinate.  Let $j$ be a coordinate where this does not happen.  Such a $j$ is guaranteed to exist since there are uncountably many coordinates.  Then let $a < x_j < b$ be such that not both of $a=0$ and $b=1$ are true.  (Also, we must allow for $a=x_j$ or $b=x_j$ in the cases where $x_j=0$ or $x_j=1$ respectively.)  Then the open set $U$ which is $I$ in every coordinate $i\ne j$ but $(a,b)$ in the $j$-coordinate contains no element of $\mathcal{B}$, thus $\mathcal{B}$ cannot be a local basis at $x$.

See item #3 for space #105 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000103,P000051,False,1,"

Asserted in the General Reference Chart for space #105 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000103,P000056,False,1,"

Asserted in the General Reference Chart for space #105 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000103,P000059,True,1,"

The space is of cardinality $|I^I|=2^{\mathfrak c}$.
"
S000103,P000163,False,1,"

The space is of cardinality $|I^I|=2^{\mathfrak c}$.
"
S000103,P000199,True,1,"

This follows because {S158|P199} and a product of contractible spaces is contractible. See {{mathse:4463999}}.
"
S000104,P000006,True,1,"

This holds because both factor spaces are also \(T_{3\frac{1}{2}}\).

See item #1 for space #106 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000104,P000013,False,1,"

Asserted in the General Reference Chart for space #106 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000104,P000016,False,1,"

The collection of open sets $[0,b)\times I^I$ is an open covering which has no finite (in fact, no countable) subcovering.

See item #2 for space #106 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000104,P000019,True,1,"

$[ 0 , \Omega ) \times I^I$ is the product of the compact space $I^I$ and the countably compact space $[ 0 , \Omega )$, and is therefore countably compact.

See item #2 for space #106 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000104,P000023,True,1,"

Let $(a,b)$ be a point in the space.  That is, $a$ is a countable ordinal and $b\in I^I$.  Then the set $[0,a+1]\times I^I$ is a compact neighborhood of $(a,b)$.  It is compact because it is the product of compact sets.  It is a neighborhood because $[0,a+1)\times I^I$ is an open set containing $(a,b)$.

See item #3 for space #106 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000104,P000028,False,1,"

See item #3 for space #106 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000104,P000029,False,1,"

Asserted in the General Reference Chart for space #106 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000104,P000036,False,1,"

Asserted in the General Reference Chart for space #106 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000104,P000041,False,1,"

The point $\omega_0\times 0$ has no connected neighborhood.  Indeed, let $U$ be an open neighborhood of $\omega_0\times 0$.  Then $U$ contains a set of the form $(a,b)\times V$, with $a < \omega_0 < b$.  Let $A=([0,a+2)\times I^I)\cap U$ and $B=((a+1,\Omega)\times I^I)\cap U$.  Each is open since it is the intersection of two open sets.  They are clearly disjoint, and $U=A\cup B$, so they form a separation of $U$, hence $U$ is not connected.  

It is noted that this works replacing $\omega_0$ with any limit ordinal and relies only on the fact that $[0,\Omega)$ is not locally connected.

Asserted in the General Reference Chart for space #106 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000104,P000056,False,1,"

Asserted in the General Reference Chart for space #106 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000104,P000059,True,1,"

$| [ 0, \Omega ) \times I^I | = | [0,\Omega ) | \cdot | I^I | = \aleph_1 \cdot |I|^{|I|} = \aleph_1 \cdot ( 2^{\aleph_0} )^{2^{\aleph_0}} = \aleph_1 \cdot 2^{\aleph_0 \cdot 2^{\aleph_0}} = \aleph_1 \cdot 2^{2^{\aleph_0}} = 2^{2^{\aleph_0}} = 2^\mathfrak{c}$.

Asserted in the General Reference Chart for space #106 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000104,P000129,False,0,"

The space is non-trivial by definition.
"
S000104,P000163,False,1,"

$| [ 0, \Omega ) \times I^I | = | [0,\Omega ) | \cdot | I^I | = \aleph_1 \cdot |I|^{|I|} = \aleph_1 \cdot ( 2^{\aleph_0} )^{2^{\aleph_0}} = \aleph_1 \cdot 2^{\aleph_0 \cdot 2^{\aleph_0}} = \aleph_1 \cdot 2^{2^{\aleph_0}} = 2^{2^{\aleph_0}} = 2^\mathfrak{c} > \mathfrak{c}$.
"
S000105,P000003,True,1,"

Follows as {S105} is a subspace of {S103}, which is {P3}.

Asserted in the General Reference Chart for space #107 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000105,P000008,False,1,"

Asserted in the General Reference Chart for space #107 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
